,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U
,muy,ø,muy,muy,muy,muy,muy,ø,7,traduction,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,se,ø,ø,ø,ø,ø,7,traduction,Non, Non,,0,0,2,0,0,0,0,0
,ø,el,a,ø,el,el,ø,ø,7,traduction,Non, Non,,0,3,1,0,3,3,0,0
,ø,ø,ø,ø,ø,ø,bien,ø,7,traduction,Non, Non,,0,0,0,0,0,0,2,0
,e,ø,ø,ø,ø,ø,ø,ø,7,traduction,Non, Non,,2,0,0,0,0,0,0,0
,las,las,las,ø,las,las,las,ø,7,traduction,Non, Non,,1,1,1,0,1,1,1,0
,cosas,cosas,cosas,cosas,cosas,cosas,ø,ø,7,glose,Non, Non,,1,1,1,1,1,1,0,0
,al,ø,al,al,a,ø,al,ø,7,glose,Non, Non,,3,0,3,3,1,0,3,0
,e,ø,e,e,e,e,e,ø,7,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,que,ø,ø,que,que,ø,ø,7,glose,Non, Non,,0,1,0,0,1,1,0,0
,se,ø,se,se,él,ø,ø,ø,7,glose,Non, Non,,3,0,3,3,2,0,0,0
,ø,se,ø,ø,se,ø,se,ø,7,glose,Non, Non,,0,1,0,0,1,0,1,0
,se,ø,se,se,ø,ø,se,ø,7,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,se,ø,ø,se,se,ø,ø,7,glose,Non, Non,,0,1,0,0,1,1,0,0
,a,a,ø,a,a,a,a,ø,7,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,Et,ø,ø,ø,ø,ø,ø,7,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,et,ø,ø,ø,ø,ø,ø,7,glose,Non, Non,,0,2,0,0,0,0,0,0
,a,a,ø,a,a,a,a,ø,7,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,et,ø,ø,ø,ø,ø,ø,7,glose,Non, Non,,0,2,0,0,0,0,0,0
,muy,muy,muy,muy,ø,muy,muy,ø,7,glose,Non, Non,,2,2,2,2,0,2,2,0
,en,en,en,en,en,en,ø,ø,7,glose,Non, Non,,1,1,1,1,1,1,0,0
,ø,ø,ø,ø,ø,espone,pone,ø,7,glose,Non, Non,,0,0,0,0,0,2,3,0
,pone,pone,pone,pone,pone,ø,ø,ø,7,glose,Non, Non,,1,1,1,1,1,0,0,0
,ø,ø,ø,ø,muy,muy,ø,ø,7,glose,Non, Non,,0,0,0,0,1,1,0,0
,ø,e,e,e,e,e,e,ø,7,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,muy,ø,ø,muy,ø,ø,ø,7,glose,Non, Non,,0,1,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,7,glose,Non, Non,,2,2,2,2,0,2,2,0
,es,es,es,es,es,ø,es,ø,7,glose,Non, Non,,1,1,1,1,1,0,1,0
,es,es,es,es,es,ø,es,ø,7,glose,Non, Non,,1,1,1,1,1,0,1,0
,o,o,o,o,ø,e,o,ø,7,glose,Non, Non,,3,3,3,3,0,1,3,0
,ø,Et,Et,ø,ø,ø,ø,ø,7,glose,Non, Non,,0,2,2,0,0,0,0,0
,ø,en,ø,ø,en,ø,ø,ø,7,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,Et,Et,ø,ø,ø,ø,ø,7,glose,Non, Non,,0,2,2,0,0,0,0,0
,ø,muy,ø,ø,muy,muy,ø,ø,7,glose,Non, Non,,0,1,0,0,1,1,0,0
,ø,e,ø,ø,ø,ø,ø,ø,7,glose,Non, Non,,0,2,0,0,0,0,0,0
,que,que,que,que,ø,que,que,ø,7,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,que,ø,ø,ø,7,glose,Non, Non,,0,0,0,0,1,0,0,0
,buen,buen,buen,buen,ø,buen,buen,ø,7,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,7,glose,Non, Non,,0,1,1,1,1,1,1,0
,quinto,v°,quinto,quinto,ø,quinto,quinto,ø,7,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,son,son,son,son,son,son,ø,7,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,ø,ø,la,ø,ø,7,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ø,ø,ø,muy,ø,ø,7,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,e,e,e,e,e,ø,7,glose,Non, Non,,0,0,1,1,1,1,1,0
,los,ø,los,los,ø,ø,los,ø,7,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,ø,ø,ø,enxenplos,ø,ø,ø,7,glose,Non, Non,,0,0,0,0,1,0,0,0
,al,capítulo,ø,ø,capítulo,capítulo,al,ø,7,glose,Non, Non,,3,1,0,0,1,1,3,0
,a,a,a,ø,a,a,a,ø,7,glose,Non, Non,,1,1,1,0,1,1,1,0
,ø,ø,ø,a,ø,ø,ø,ø,7,glose,Non, Non,,0,0,0,2,0,0,0,0
,ø,ø,ø,ø,ø,e,ø,ø,7,glose,Non, Non,,0,0,0,0,0,2,0,0
,bien,bien,ø,bien,bien,bien,bien,ø,7,glose,Non, Non,,1,1,0,1,1,1,1,0
,que,que,que,que,que,ø,que,ø,8,,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,ø,de,ø,ø,8,,Non, Non,,0,0,0,0,0,2,0,0
,ø,fazer,ø,ø,fazer,ø,ø,ø,8,,Non, Non,,0,1,0,0,1,0,0,0
,es,es,es,es,ø,es,es,ø,8,traduction,Non, Non,,2,2,2,2,0,2,2,0
,la,ø,la,la,ø,ø,la,ø,8,traduction,Non, Non,,2,0,2,2,0,0,2,0
,ø,en,en,en,en,en,en,ø,8,traduction,Non, Non,,0,1,1,1,1,1,1,0
,o,o,o,o,o,ø,o,ø,8,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,que,ø,ø,que,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,que,ø,que,que,ø,que,que,ø,8,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,ø,de,ø,ø,8,traduction,Non, Non,,0,0,0,0,0,2,0,0
,consigo,consigo,consigo,consigo,consigo,ø,consigo,ø,8,traduction,Non, Non,,1,1,1,1,1,0,1,0
,de,ø,de,de,ø,consigo,con,ø,8,traduction,Non, Non,,3,0,3,3,0,2,4,0
,o,o,e,ø,o,o,o,ø,8,traduction,Non, Non,,3,3,1,0,3,3,3,0
,en,en,en,en,en,ø,en,ø,8,traduction,Non, Non,,1,1,1,1,1,0,1,0
,cosa,cosa,cosa,cosa,cosa,ø,cosa,ø,8,traduction,Non, Non,,1,1,1,1,1,0,1,0
,de,ø,de,de,ø,ø,de,ø,8,traduction,Non, Non,,2,0,2,2,0,0,2,0
,ellos,ø,ellos,ellos,ø,ellos,ellos,ø,8,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,el,ø,ø,ø,8,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,ý,ø,ø,ý,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,fazer,ø,fazer,fazer,ø,ø,fazer,ø,8,traduction,Non, Non,,2,0,2,2,0,0,2,0
,ø,ø,ø,ø,e,ø,ø,ø,8,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,a,ø,ø,asiméculas,a,ø,ø,8,traduction,Non, Non,,0,2,0,0,1,2,0,0
,e,e,e,e,ø,e,e,ø,8,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,que,ø,ø,ø,ø,ø,ø,8,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,ø,es,ø,ø,8,traduction,Non, Non,,0,0,0,0,0,2,0,0
,de,ø,de,de,ø,de,de,ø,8,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,ø,non,ø,ø,8,traduction,Non, Non,,0,0,0,0,0,2,0,0
,de,de,de,de,de,ø,de,ø,8,traduction,Non, Non,,1,1,1,1,1,0,1,0
,sus,ø,sus,sus,sus,sus,sus,ø,8,traduction,Non, Non,,1,0,1,1,1,1,1,0
,sus,sus,sus,sus,ø,sus,sus,ø,8,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,non,non,non,non,non,ø,ø,8,traduction,Non, Non,,0,1,1,1,1,1,0,0
,ø,ø,ø,ø,tomasen,ø,ø,ø,8,traduction,Non, Non,,0,0,0,0,1,0,0,0
,muy,muy,muy,muy,ø,muy,muy,ø,8,traduction,Non, Non,,2,2,2,2,0,2,2,0
,que,ø,que,que,ø,que,que,ø,8,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,mucho,ø,ø,ø,ø,ø,ø,8,traduction,Non, Non,,0,2,0,0,0,0,0,0
,que,ø,que,que,deven,que,que,ø,8,traduction,Non, Non,,2,0,2,2,3,2,2,0
,non,ø,non,non,ø,ø,non,ø,8,traduction,Non, Non,,2,0,2,2,0,0,2,0
,ø,tan,ø,ø,tan,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,por,ø,ø,por,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,E,ø,E,E,ø,ø,E,ø,8,traduction,Non, Non,,2,0,2,2,0,0,2,0
,ø,a,ø,a,a,a,ø,ø,8,traduction,Non, Non,,0,1,0,1,1,1,0,0
,de,de,de,de,de,ø,de,ø,8,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,que,se,ø,ø,8,traduction,Non, Non,,0,0,0,0,3,1,0,0
,ø,ø,ø,ø,así,ø,ø,ø,8,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,que,ø,ø,que,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,que,ø,que,que,ø,ø,ø,8,traduction,Non, Non,,0,1,0,1,1,0,0,0
,porque,ø,porque,por,ø,porque,porque,ø,8,traduction,Non, Non,,2,0,2,3,0,2,2,0
,ø,muchos,ø,ø,muchos,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,esta,ø,ø,ø,ø,ø,ø,8,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,el,el,el,el,el,el,ø,8,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,se,ø,ø,se,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,o,o,o,o,ø,o,o,ø,8,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,a,ø,ø,ø,a,ø,ø,8,traduction,Non, Non,,0,2,0,0,0,2,0,0
,ø,ø,mejor,ø,ø,ø,ø,ø,8,traduction,Non, Non,,0,0,2,0,0,0,0,0
,E,o,o,o,ø,E,o,ø,8,traduction,Non, Non,,1,3,3,3,0,1,3,0
,por,por,por,por,ø,ø,por,ø,8,traduction,Non, Non,,2,2,2,2,0,0,2,0
,ø,que,ø,ø,que,ø,ø,ø,8,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,quál,ø,ø,ø,8,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ý,ø,ø,ø,ø,ø,8,traduction,Non, Non,,0,0,2,0,0,0,0,0
,de,ø,de,de,de,de,de,ø,8,traduction,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,e,ø,ø,ø,8,traduction,Non, Non,,0,0,0,0,1,0,0,0
,se,ø,ø,ø,ø,ø,ø,ø,8,traduction,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,muy,ø,ø,ø,ø,ø,8,traduction,Non, Non,,0,0,2,0,0,0,0,0
,muy,muy,muy,muy,muy,ø,muy,ø,8,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,,ø,ø,ø,ø,ø,8,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,dellas,ø,ø,dellas,ø,ø,ø,8,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,non,,ø,non,non,ø,ø,8,glose,Non, Non,,0,1,1,0,1,1,0,0
,ø,ø,ø,ø,más,ø,ø,ø,8,glose,Non, Non,,0,0,0,0,1,0,0,0
,lo,lo,lo,lo,lo,ø,lo,ø,8,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,ø,Aníbal,ø,ø,8,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ø,ø,ø,la,ø,ø,8,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,e,ø,ø,e,ø,ø,ø,8,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,con,con,con,con,con,con,ø,8,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,que,ø,ø,ø,ø,ø,8,glose,Non, Non,,0,0,2,0,0,0,0,0
,esto,ø,esto,esto,ø,ø,esto,ø,8,glose,Non, Non,,2,0,2,2,0,0,2,0
,el,el,el,el,el,ø,el,ø,8,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,non,ø,ø,non,ø,ø,ø,8,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,él,ø,ø,él,ø,ø,ø,8,glose,Non, Non,,0,1,0,0,1,0,0,0
,ouiese,ø,ø,ø,ø,ø,ø,ø,8,glose,Non, Non,,2,0,0,0,0,0,0,0
,que,que,que,que,ø,que,que,ø,8,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,aquí,ø,aquí,aquí,aquí,ø,ø,8,glose,Non, Non,,0,1,0,1,1,1,0,0
,ø,e,ø,ø,ø,ø,ø,ø,8,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,anparan,ø,ø,han,ø,ø,ø,8,glose,Non, Non,,0,1,0,0,3,0,0,0
,a,a,a,a,ø,a,a,ø,8,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,se,ø,8,glose,Non, Non,,0,0,0,0,0,0,2,0
,do,ø,do,Do,ø,ø,do,ø,8,glose,Non, Non,,3,0,3,2,0,0,3,0
,ø,e,e,e,e,ø,e,ø,8,glose,Non, Non,,0,1,1,1,1,0,1,0
,ø,ø,así,ø,ø,ø,ø,ø,8,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,et,ø,ø,ø,ø,ø,8,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,ø,vuestras,ø,ø,ø,8,glose,Non, Non,,0,0,0,0,1,0,0,0
,de,ø,de,de,ø,ø,de,ø,8,glose,Non, Non,,2,0,2,2,0,0,2,0
,que,que,que,que,ø,que,que,ø,8,glose,Non, Non,,2,2,2,2,0,2,2,0
,la,ø,la,ø,ø,la,la,ø,8,glose,Non, Non,,2,0,2,0,0,2,2,0
,que,que,que,ø,ø,que,que,ø,8,glose,Non, Non,,2,2,2,0,0,2,2,0
,al,capítulo,al,ø,capítulo,capítulo,al,ø,8,glose,Non, Non,,3,1,3,0,1,1,3,0
,ø,ø,ø,ø,ø,que,ø,ø,8,glose,Non, Non,,0,0,0,0,0,2,0,0
,apostar,apostar,apostar,apostar,apostar,ø,apostar,ø,8,glose,Non, Non,,1,1,1,1,1,0,1,0
,esperança,ø,esperança,esperança,ø,ø,esperança,ø,8,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,esperança,ø,ø,esperança,esperança,ø,ø,8,glose,Non, Non,,0,1,0,0,1,1,0,0
,ø,de,ø,ø,ø,de,ø,ø,8,glose,Non, Non,,0,2,0,0,0,2,0,0
,la,ø,la,la,la,la,la,ø,8,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,por,ø,por,ø,por,ø,ø,8,glose,Non, Non,,0,2,0,2,0,2,0,0
,ø,que,que,que,que,que,ø,ø,8,glose,Non, Non,,0,1,1,1,1,1,0,0
,que,se,ø,ø,ø,ø,que,ø,8,glose,Non, Non,,3,1,0,0,0,0,3,0
,ø,ø,ø,ø,ø,mucho,ø,ø,8,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,que,que,ø,que,ø,ø,8,glose,Non, Non,,0,0,2,2,0,2,0,0
,ø,ø,ø,ø,ø,más,ø,ø,8,glose,Non, Non,,0,0,0,0,0,2,0,0
,mucho,ø,mucho,mucho,ø,mucho,mucho,ø,8,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,por,ø,ø,por,por,ø,ø,8,glose,Non, Non,,0,1,0,0,1,1,0,0
,de,de,de,de,ø,de,de,ø,8,glose,Non, Non,,2,2,2,2,0,2,2,0
,muy,muy,muy,ø,muy,muy,muy,ø,8,glose,Non, Non,,1,1,1,0,1,1,1,0
,al,ø,al,ø,ø,ø,al,ø,8,glose,Non, Non,,2,0,2,0,0,0,2,0
,ø,más,ø,ø,más,más,ø,ø,8,glose,Non, Non,,0,1,0,0,1,1,0,0
,ø,ø,ø,ø,ø,por,ø,ø,8,glose,Non, Non,,0,0,0,0,0,2,0,0
,en,en,en,en,ø,en,en,ø,8,glose,Non, Non,,2,2,2,2,0,2,2,0
,muy,muy,muy,muy,ø,ø,muy,ø,8,glose,Non, Non,,2,2,2,2,0,0,2,0
,ø,el,el,el,el,el,el,ø,8,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,el,el,el,el,el,el,ø,8,glose,Non, Non,,0,1,1,1,1,1,1,0
,esto,esto,esto,esto,esto,esto,ø,ø,8,glose,Non, Non,,1,1,1,1,1,1,0,0
,la,la,ø,la,la,la,la,ø,8,glose,Non, Non,,1,1,0,1,1,1,1,0
,su,ø,su,su,ø,ø,su,ø,8,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,ix,ix,ix,ix,ix,ix,ø,9,,Non, Non,,0,1,1,1,1,1,1,0
,ix°,ø,ø,ø,ø,ø,en,ø,9,,Non, Non,,2,0,0,0,0,0,3,0
,ø,en,en,en,en,en,en,ø,9,,Non, Non,,0,1,1,1,1,1,1,0
,ø,se,se,se,se,se,se,ø,9,,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,de,ø,ø,ø,ø,ø,9,,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,ø,ø,que,ø,ø,9,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,las,ø,las,ø,las,las,ø,9,traduction,Non, Non,,0,2,0,2,0,2,2,0
,ø,se,ø,ø,se,ø,ø,ø,9,traduction,Non, Non,,0,1,0,0,1,0,0,0
,todas,ø,todas,todas,ø,todas,todas,ø,9,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,ø,segundo,ø,ø,9,traduction,Non, Non,,0,0,0,0,0,2,0,0
,E,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,,2,0,0,0,0,0,0,0
,los,los,los,los,los,los,ø,ø,9,traduction,Non, Non,,1,1,1,1,1,1,0,0
,ø,ø,ø,libro,ø,libro,ø,ø,9,traduction,Non, Non,,0,0,0,2,0,2,0,0
,ø,ayna,ø,ø,ayna,ø,ø,ø,9,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,ø,a,ø,ø,9,traduction,Non, Non,,0,0,0,0,0,2,0,0
,son,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,,2,0,0,0,0,0,0,0
,ø,que,ø,ø,que,ø,ø,ø,9,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,e,ø,ø,ø,e,ø,9,traduction,Non, Non,,0,0,2,0,0,0,2,0
,e,ø,ø,ø,ø,ø,dan,ø,9,traduction,Non, Non,,3,0,0,0,0,0,1,0
,ø,ø,ø,ø,ø,más,ø,ø,9,traduction,Non, Non,,0,0,0,0,0,2,0,0
,e,ø,e,e,a,et,e,ø,9,traduction,Non, Non,,4,0,4,4,2,1,4,0
,e,e,ø,e,e,e,e,ø,9,traduction,Non, Non,,1,1,0,1,1,1,1,0
,que,ø,que,que,que,que,que,ø,9,traduction,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,ø,vitoria,ø,ø,9,traduction,Non, Non,,0,0,0,0,0,2,0,0
,victori,vitoria,vitoria,victoria,vitoria,ø,victoria,ø,9,traduction,Non, Non,,2,1,1,1,1,0,1,0
,lo,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,de,ø,ø,ø,9,traduction,Non, Non,,0,0,0,0,1,0,0,0
,que,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,,2,0,0,0,0,0,0,0
,el,el,el,el,ø,el,el,ø,9,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,se,ø,ø,ø,9,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,ø,mayor,ø,ø,9,traduction,Non, Non,,0,0,0,0,0,2,0,0
,en,ø,ø,ø,ø,ø,se,ø,9,traduction,Non, Non,,2,0,0,0,0,0,3,0
,ø,e,e,e,e,e,e,ø,9,traduction,Non, Non,,0,1,1,1,1,1,1,0
,la,la,ø,la,la,la,la,ø,9,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,la,la,la,la,la,la,ø,9,traduction,Non, Non,,0,1,1,1,1,1,1,0
,que,que,que,que,que,ø,que,ø,9,glose,Non, Non,,1,1,1,1,1,0,1,0
,son,son,son,son,son,ø,son,ø,9,glose,Non, Non,,1,1,1,1,1,0,1,0
,a,ø,a,a,a,a,a,ø,9,glose,Non, Non,,1,0,1,1,1,1,1,0
,malas,ø,conpañas,ø,ø,ø,ø,ø,9,glose,Non, Non,,3,0,1,0,0,0,0,0
,ø,malas,malas,malas,malas,malas,malas,ø,9,glose,Non, Non,,0,1,1,1,1,1,1,0
,conpañas,conpañas,ø,conpañas,mugeres,condiçiones,compañas,ø,9,glose,Non, Non,,1,1,0,1,3,2,1,0
,ø,ø,ø,ø,conpañas,conpañas,ø,ø,9,glose,Non, Non,,0,0,0,0,1,1,0,0
,al,capítulo,al,ø,capítulo,capítulo,al,ø,9,glose,Non, Non,,1,3,1,0,3,3,1,0
,a,ø,a,a,a,ø,a,ø,9,glose,Non, Non,,1,0,1,1,1,0,1,0
,ø,ø,ø,ø,ø,nenguna,ø,ø,9,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,malas,malas,malas,malas,malas,malas,ø,9,glose,Non, Non,,0,1,1,1,1,1,1,0
,malas,ø,ø,ø,mugeres,ø,ø,ø,9,glose,Non, Non,,3,0,0,0,2,0,0,0
,de,ø,de,de,ø,ø,de,ø,9,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,ø,ø,ø,la,ø,ø,ø,9,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,vii°,ø,ø,ø,9,glose,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,9,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,la,ø,ø,ø,9,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,Et,ø,ø,ø,ø,ø,ø,9,glose,Non, Non,,0,2,0,0,0,0,0,0
,que,que,ø,que,ø,que,que,ø,9,glose,Non, Non,,2,2,0,2,0,2,2,0
,ø,el,ø,el,el,el,el,ø,9,glose,Non, Non,,0,1,0,1,1,1,1,0
,ø,ø,ø,ø,ø,del,ø,ø,9,glose,Non, Non,,0,0,0,0,0,2,0,0
,muy,muy,ø,muy,muy,ø,muy,ø,9,glose,Non, Non,,1,1,0,1,1,0,1,0
,la,ø,ø,la,la,la,la,ø,9,glose,Non, Non,,1,0,0,1,1,1,1,0
,ø,la,ø,ø,la,la,la,ø,9,glose,Non, Non,,0,1,0,0,1,1,1,0
,ø,que,ø,ø,ø,ø,ø,ø,9,glose,Non, Non,,0,2,0,0,0,0,0,0
,de,de,ø,de,ø,de,de,ø,9,glose,Non, Non,,2,2,0,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,9,glose,Non, Non,,0,1,1,1,1,1,1,0
,al,ø,al,ø,ø,ø,al,ø,9,glose,Non, Non,,2,0,2,0,0,0,2,0
,que,que,que,que,ø,que,que,ø,9,glose,Non, Non,,2,2,2,2,0,2,2,0
,de,ø,de,de,ø,ø,de,ø,9,glose,Non, Non,,2,0,2,2,0,0,2,0
,de,de,ø,de,ø,ø,de,ø,9,glose,Non, Non,,2,2,0,2,0,0,2,0
,ø,ø,ø,ø,ø,que,ø,ø,9,glose,Non, Non,,0,0,0,0,0,2,0,0
,a,a,a,ø,a,a,a,ø,9,glose,Non, Non,,1,1,1,0,1,1,1,0
,le,ø,le,le,ø,ø,le,ø,9,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,las,ø,ø,las,las,ø,ø,9,glose,Non, Non,,0,1,0,0,1,1,0,0
,de,ø,de,de,ø,de,de,ø,9,glose,Non, Non,,2,0,2,2,0,2,2,0
,alcançar,alcançar,ø,alcançar,alcançar,alcançar,alcançar,ø,9,glose,Non, Non,,1,1,0,1,1,1,1,0
,de,ø,de,de,ø,ø,de,ø,9,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,a,ø,ø,ø,ø,ø,ø,9,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,sabio,ø,ø,ø,9,glose,Non, Non,,0,0,0,0,1,0,0,0
,a,a,ø,a,ø,a,a,ø,9,glose,Non, Non,,2,2,0,2,0,2,2,0
,la,ø,la,la,la,la,la,ø,9,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,aver,ø,ø,ver,ø,ø,ø,9,glose,Non, Non,,0,2,0,0,1,0,0,0
,avn,ø,aún,aún,ø,aun,avn,ø,9,glose,Non, Non,,3,0,1,1,0,1,3,0
,ø,ø,ø,ø,que,ø,ø,ø,9,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,aver,ø,ø,ø,9,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,de,ø,ø,ø,ø,ø,9,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,que,ø,ø,que,que,ø,ø,9,glose,Non, Non,,0,1,0,0,1,1,0,0
,de,ø,de,de,ø,de,de,ø,9,glose,Non, Non,,2,0,2,2,0,2,2,0
,se,se,se,se,se,ø,se,ø,9,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,los,ø,ø,ø,9,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,se,ø,ø,ø,ø,ø,9,glose,Non, Non,,0,0,2,0,0,0,0,0
,se,se,ø,se,ø,se,se,ø,9,glose,Non, Non,,2,2,0,2,0,2,2,0
,en,ø,ø,en,ø,en,en,ø,9,glose,Non, Non,,2,0,0,2,0,2,2,0
,ouiese,las,oviesen,ø,las,ø,ouiese,ø,9,glose,Non, Non,,3,1,4,0,1,0,3,0
,ø,ø,que,ø,ø,ø,ø,ø,9,glose,Non, Non,,0,0,2,0,0,0,0,0
,x̊,ø,ø,ø,ø,ø,en,ø,10,,Non, Non,,1,0,0,0,0,0,2,0
,ø,ø,ø,ø,de,ø,ø,ø,10,,Non, Non,,0,0,0,0,1,0,0,0
,ø,los,ø,ø,los,ø,ø,ø,10,,Non, Non,,0,1,0,0,1,0,0,0
,los,los,los,los,los,ø,los,ø,10,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,de,ø,ø,ø,ø,ø,ø,10,traduction,Non, Non,,0,2,0,0,0,0,0,0
,se,se,se,se,ø,ø,se,ø,10,traduction,Non, Non,,2,2,2,2,0,0,2,0
,ø,ø,ø,ø,que,ø,ø,ø,10,traduction,Non, Non,,0,0,0,0,1,0,0,0
